TP_FAIXA_ETARIA,SEXO,TP_COR_RACA,TP_ESCOLA,MUNIC_ESCOLA,SG_UF_ESC,NO_MUNICIPIO_PROVA,UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,NOTA_REDACAO,nota_final
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,472.0,468.0,511.5,551.2,560.0,512.54
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,461.0,494.3,353.0,579.2,640.0,505.5
17 anos,F,Preto,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,424.8,456.1,438.9,473.6,540.0,466.68
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,619.5,622.1,654.9,642.2,720.0,651.74
22 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,731.9,755.7,646.6,831.0,720.0,737.04
Entre 41 e 45 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,582.9,632.7,590.8,460.4,480.0,549.36
17 anos,M,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,478.6,550.4,520.2,673.0,400.0,524.4399999999999
Entre 26 e 30 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,494.6,566.6,547.4,495.3,500.0,520.78
Entre 31 e 35 anos,F,Não Declarado,Não respondeu,,,Santo André,SP,1,1,1,1,642.0,669.8,648.5,695.8,620.0,655.22
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,563.9,623.8,580.6,633.1,580.0,596.28
18 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,484.5,559.5,567.1,521.3,640.0,554.48
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,524.9,597.9,563.9,574.1,520.0,556.1600000000001
20 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,414.9,544.9,415.0,388.7,460.0,444.7
23 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,467.7,526.5,477.5,461.6,500.0,486.66
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,635.6,676.8,592.9,702.7,660.0,653.6
17 anos,M,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,526.9,534.3,519.4,538.3,540.0,531.78
23 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,588.0,605.0,537.2,415.0,540.0,537.04
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,369.3,524.8,440.3,626.8,760.0,544.24
17 anos,M,Preto,Privada,Santo André,SP,Santo André,SP,1,1,1,1,363.8,411.0,480.4,460.4,580.0,459.12
21 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,464.9,539.5,551.3,654.2,580.0,557.9799999999999
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,496.4,556.1,490.1,544.7,600.0,537.4599999999999
24 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,694.8,619.5,502.9,731.0,620.0,633.64
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,398.9,426.3,527.7,466.7,640.0,491.91999999999996
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,400.5,428.5,457.3,466.6,580.0,466.58000000000004
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,571.8,628.0,578.7,519.7,560.0,571.64
Entre 51 e 55 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,559.0,604.8,569.9,573.9,600.0,581.5200000000001
21 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,522.8,527.9,503.5,481.0,500.0,507.03999999999996
17 anos,M,Preto,Privada,São Paulo,SP,Santo André,SP,1,1,1,1,503.8,560.1,410.8,559.2,540.0,514.78
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,399.7,452.9,435.4,543.1,380.0,442.21999999999997
Entre 46 e 50 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,521.0,601.1,525.3,480.1,580.0,541.5
23 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,537.0,544.3,569.7,606.1,680.0,587.42
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,365.7,411.8,514.3,567.2,600.0,491.8
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,616.1,665.6,607.8,717.3,660.0,653.36
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,490.3,609.2,549.3,649.1,640.0,587.58
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,512.3,435.0,473.3,615.3,660.0,539.18
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,588.0,628.5,605.0,718.0,680.0,643.9
21 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,475.6,571.2,456.7,593.9,560.0,531.48
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,580.2,572.9,562.2,619.7,640.0,595.0
Entre 46 e 50 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,520.7,602.8,502.9,598.3,460.0,536.9399999999999
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,494.0,619.3,505.4,690.6,660.0,593.86
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,354.8,460.6,446.5,442.5,500.0,440.88
18 anos,M,Branco,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,638.0,645.9,649.8,611.1,600.0,628.9599999999999
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,395.0,393.1,511.8,431.6,520.0,450.3
Entre 46 e 50 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,593.8,669.5,562.4,681.6,460.0,593.46
Menor de 17 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,416.2,435.5,549.5,581.2,820.0,560.48
Entre 31 e 35 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,518.4,592.6,584.7,489.7,680.0,573.08
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,573.4,355.7,496.6,745.7,720.0,578.28
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,534.0,434.2,480.8,606.2,540.0,519.04
21 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,620.2,636.1,633.4,741.6,720.0,670.26
17 anos,M,Pardo,Pública,,,Santo André,SP,1,1,1,1,525.9,520.0,558.8,552.2,640.0,559.3799999999999
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,391.1,397.9,406.1,435.2,440.0,414.06000000000006
Entre 41 e 45 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,481.0,657.2,569.4,678.1,600.0,597.14
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,564.2,642.9,623.2,706.6,900.0,687.38
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,431.3,505.4,529.0,538.7,560.0,512.88
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,529.4,522.1,513.0,579.3,660.0,560.76
18 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,396.3,440.9,489.9,542.0,600.0,493.82
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,495.8,451.2,419.0,452.4,540.0,471.68
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,629.4,604.6,653.5,709.9,800.0,679.48
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,529.0,588.8,574.6,572.9,600.0,573.0600000000001
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,513.5,617.6,567.9,607.4,560.0,573.28
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,398.0,508.8,511.3,604.4,540.0,512.5
Entre 36 e 40 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,553.7,622.1,620.6,509.7,640.0,589.22
17 anos,M,Pardo,Pública,,,Santo André,SP,1,1,1,1,534.4,414.7,490.4,640.7,540.0,524.04
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,464.1,418.0,523.5,430.2,660.0,499.16
18 anos,M,Pardo,Pública,,,Santo André,SP,1,1,1,1,443.6,452.6,485.4,439.0,0.0,364.12
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,493.0,0.0,0.0,433.2,620.0,309.24
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,542.4,529.7,508.0,446.9,560.0,517.4
24 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,462.2,605.5,482.7,588.6,540.0,535.8
Entre 26 e 30 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,637.6,494.5,543.0,686.0,660.0,604.22
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,519.4,585.5,568.5,482.6,620.0,555.2
17 anos,F,Branco,Privada,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,507.7,578.0,547.4,592.3,640.0,573.08
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,453.0,499.3,527.1,541.0,660.0,536.0799999999999
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,492.1,403.9,496.6,496.2,520.0,481.76000000000005
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,606.9,540.2,482.7,713.6,520.0,572.6800000000001
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,483.8,583.6,554.3,627.2,640.0,577.78
17 anos,F,Branco,Pública,Ribeirão Pires,SP,Santo André,SP,1,1,1,1,431.9,523.0,554.5,504.7,640.0,530.8199999999999
18 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,470.7,486.9,540.8,623.7,560.0,536.42
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,543.5,611.7,588.1,619.3,600.0,592.5200000000001
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,560.3,559.2,539.8,487.4,560.0,541.3399999999999
Entre 56 e 60 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,401.5,408.6,400.1,419.6,280.0,381.96000000000004
Entre 41 e 45 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,479.8,504.0,418.5,436.0,520.0,471.66
18 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,559.5,589.9,548.4,438.4,600.0,547.24
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,595.3,644.5,538.9,750.3,520.0,609.8
18 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,624.4,674.8,625.9,703.6,640.0,653.74
18 anos,F,Branco,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,565.1,517.1,473.6,636.6,620.0,562.48
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,405.4,541.9,499.9,504.6,340.0,458.36
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,611.1,623.1,580.1,721.9,640.0,635.24
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,504.1,501.3,487.8,471.3,600.0,512.9
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,651.2,703.3,627.2,740.2,680.0,680.38
Entre 31 e 35 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,507.5,659.3,609.1,571.8,540.0,577.54
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,555.3,588.3,536.1,404.2,560.0,528.78
24 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,626.2,683.0,588.3,701.9,680.0,655.8799999999999
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,574.2,457.7,540.1,659.2,660.0,578.24
19 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,444.3,422.3,506.1,457.0,760.0,517.9399999999999
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,503.1,448.1,458.5,535.9,380.0,465.12
Entre 41 e 45 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,454.2,393.6,397.5,395.1,380.0,404.08000000000004
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,419.9,511.7,510.9,595.2,520.0,511.53999999999996
17 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,466.4,525.0,447.3,621.3,580.0,528.0
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,521.6,543.8,598.2,590.2,860.0,622.76
23 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,495.4,586.9,580.7,582.2,640.0,577.04
21 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,427.1,400.9,512.8,571.1,300.0,442.38
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,462.0,487.2,478.0,502.2,0.0,385.88
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,599.4,544.8,545.4,606.8,640.0,587.28
18 anos,M,Branco,Pública,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,490.5,565.5,527.8,719.3,540.0,568.62
18 anos,M,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,537.1,584.0,564.3,612.8,600.0,579.64
Entre 41 e 45 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,430.0,514.9,517.4,373.9,400.0,447.23999999999995
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,399.6,448.3,442.5,407.9,640.0,467.66
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,522.8,502.3,535.9,540.4,680.0,556.28
Entre 51 e 55 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,551.1,596.6,576.8,569.3,520.0,562.76
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,426.9,651.5,608.5,613.3,620.0,584.04
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,476.7,453.9,503.0,606.8,480.0,504.08000000000004
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,651.1,695.6,691.9,741.1,820.0,719.9399999999999
18 anos,M,Branco,Privada,Curitiba,PR,Santo André,SP,1,1,1,1,616.8,649.3,596.9,785.7,780.0,685.74
Entre 36 e 40 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,513.6,636.9,581.3,595.0,460.0,557.3599999999999
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,485.8,642.6,590.3,561.5,620.0,580.04
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,495.4,597.3,574.3,611.8,540.0,563.76
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,510.1,518.8,578.8,498.1,640.0,549.1600000000001
21 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,498.4,574.0,523.9,473.6,600.0,533.98
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,612.7,612.1,633.0,706.5,740.0,660.86
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,397.6,492.2,438.5,494.3,600.0,484.5200000000001
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,499.8,578.6,560.1,610.4,480.0,545.78
Entre 36 e 40 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,442.6,539.8,492.9,487.5,340.0,460.56000000000006
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,483.9,547.3,512.5,413.7,740.0,539.4799999999999
Entre 41 e 45 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,418.8,457.1,487.1,438.9,460.0,452.38
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,591.3,566.8,578.5,648.9,600.0,597.1
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,619.0,665.3,638.4,606.8,560.0,617.9
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,491.5,389.8,443.8,540.5,0.0,373.12
Entre 26 e 30 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,370.0,548.8,546.2,410.4,0.0,375.08
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,544.6,595.2,488.8,723.0,600.0,590.3199999999999
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,361.3,336.0,416.8,403.3,460.0,395.48
19 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,517.6,495.0,525.9,659.8,600.0,559.6600000000001
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,465.7,601.9,546.2,588.2,500.0,540.4
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,406.5,392.0,381.8,428.5,380.0,397.76
19 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,453.1,582.4,405.4,393.6,440.0,454.9
Entre 26 e 30 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,348.8,369.1,373.0,496.0,480.0,413.38
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,492.7,642.6,621.6,462.2,620.0,567.8199999999999
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,449.8,490.8,426.8,514.8,560.0,488.43999999999994
21 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,497.9,462.1,410.9,612.8,600.0,516.74
17 anos,F,Não Declarado,Pública,,,Santo André,SP,1,1,1,1,493.2,524.2,506.0,506.8,520.0,510.03999999999996
22 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,596.5,525.9,568.5,487.7,640.0,563.72
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,455.2,506.2,530.6,567.7,600.0,531.9399999999999
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,550.6,588.7,615.6,682.7,400.0,567.5200000000001
21 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,698.2,580.5,611.8,753.1,660.0,660.72
18 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,406.5,522.9,570.0,496.7,600.0,519.22
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,521.0,612.9,570.1,497.9,540.0,548.38
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,488.7,570.7,521.6,428.6,580.0,517.9200000000001
18 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,389.7,419.9,429.1,389.6,640.0,453.66
Entre 31 e 35 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,525.1,599.7,566.2,469.0,440.0,520.0
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,448.7,612.2,619.7,645.7,860.0,637.26
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,590.6,584.5,492.5,697.0,520.0,576.92
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,538.5,714.4,566.6,439.8,680.0,587.86
Entre 31 e 35 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,431.1,473.2,430.7,441.3,600.0,475.26000000000005
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,612.4,450.4,556.5,694.0,560.0,574.6600000000001
18 anos,F,Amarelo,Pública,,,Santo André,SP,1,1,1,1,356.3,475.6,366.9,504.3,440.0,428.62
19 anos,F,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,454.6,359.2,389.3,371.0,480.0,410.82000000000005
21 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,436.0,508.7,468.0,461.9,520.0,478.9200000000001
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,519.9,550.8,527.6,600.2,660.0,571.7
17 anos,F,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,536.2,570.5,557.5,701.3,560.0,585.1
18 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,476.2,548.6,551.5,543.1,680.0,559.88
Entre 36 e 40 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,431.0,483.6,569.8,495.0,400.0,475.88
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,537.7,544.2,582.8,643.1,0.0,461.56000000000006
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,414.6,404.5,368.5,428.0,340.0,391.12
23 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,599.6,573.3,570.2,601.3,700.0,608.88
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,453.9,490.0,478.4,515.0,520.0,491.46000000000004
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,510.4,624.5,526.3,607.5,620.0,577.74
18 anos,F,Branco,Privada,,,Santo André,SP,1,1,1,1,453.7,498.6,391.6,511.0,420.0,454.98
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,442.7,476.9,503.6,514.0,500.0,487.44000000000005
Entre 26 e 30 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,614.9,622.1,569.9,668.4,500.0,595.06
24 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,639.2,652.8,595.0,647.5,560.0,618.9
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,506.0,557.0,556.7,476.5,480.0,515.24
21 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,601.2,619.1,600.9,690.3,640.0,630.3
19 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,603.0,552.8,565.0,620.8,560.0,580.3199999999999
23 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,501.6,591.4,598.3,547.3,800.0,607.72
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,412.2,472.1,553.2,663.8,640.0,548.26
24 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,512.8,387.4,443.4,519.6,640.0,500.64000000000004
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,497.4,580.2,533.8,620.4,560.0,558.36
21 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,538.0,628.2,578.8,649.6,600.0,598.92
Entre 36 e 40 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,481.1,570.2,495.0,407.8,580.0,506.82000000000005
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,537.5,628.3,629.1,497.5,520.0,562.4799999999999
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,455.4,623.3,549.2,466.1,460.0,510.8
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,626.5,617.9,562.0,810.2,920.0,707.3199999999999
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,491.8,618.5,551.5,514.8,560.0,547.3199999999999
Entre 61 e 65 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,501.0,521.0,471.9,411.2,500.0,481.02
22 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,497.9,469.6,483.0,530.0,360.0,468.1
24 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,608.1,583.5,473.6,594.2,640.0,579.88
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,548.5,544.5,553.0,529.4,720.0,579.08
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,462.2,497.8,445.5,571.3,680.0,531.36
Entre 41 e 45 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,442.3,535.5,531.5,388.7,520.0,483.6
20 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,618.1,641.8,642.8,677.0,560.0,627.9399999999999
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,546.2,597.2,549.4,623.3,600.0,583.22
Entre 46 e 50 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,454.1,591.5,525.0,521.1,580.0,534.3399999999999
Entre 46 e 50 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,529.3,678.1,578.6,599.8,600.0,597.16
17 anos,M,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,547.6,427.8,477.4,422.9,540.0,483.14
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,469.5,497.4,571.4,554.4,620.0,542.54
17 anos,F,Branco,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,530.8,629.3,557.8,601.0,660.0,595.78
24 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,449.1,369.8,486.6,504.7,0.0,362.04
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,416.4,370.8,459.4,420.9,380.0,409.49999999999994
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,437.2,482.3,414.0,405.5,620.0,471.8
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,606.2,606.3,580.3,689.0,660.0,628.36
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,540.8,429.5,422.9,481.9,520.0,479.02
17 anos,M,Branco,Pública,São Caetano do Sul,SP,Santo André,SP,1,1,1,1,550.8,529.4,458.0,504.8,680.0,544.6
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,405.4,528.0,523.5,423.1,620.0,500.0
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,502.1,557.7,617.4,593.7,540.0,562.1800000000001
18 anos,F,Branco,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,484.5,525.6,457.9,536.8,580.0,516.9599999999999
Entre 36 e 40 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,450.7,593.2,500.7,410.8,440.0,479.08000000000004
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,455.0,363.5,465.4,417.9,500.0,440.36
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,472.5,414.9,504.3,424.6,380.0,439.26000000000005
19 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,523.9,442.7,561.4,444.1,620.0,518.4200000000001
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,553.0,551.9,532.0,506.6,700.0,568.7
Entre 26 e 30 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,454.8,496.8,464.5,392.7,560.0,473.76000000000005
17 anos,F,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,410.8,425.5,500.2,454.1,700.0,498.12000000000006
Entre 36 e 40 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,393.4,376.7,460.4,411.6,0.0,328.42
17 anos,M,Branco,Privada,,,Santo André,SP,1,1,1,1,441.5,549.1,477.3,410.0,480.0,471.58000000000004
19 anos,M,Preto,Privada,Santo André,SP,Santo André,SP,1,1,1,1,376.9,433.4,394.1,484.9,460.0,429.86
17 anos,F,Pardo,Privada,,,Santo André,SP,1,1,1,1,459.4,489.8,329.6,419.9,580.0,455.73999999999995
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,633.0,581.5,593.0,683.2,760.0,650.14
