TP_FAIXA_ETARIA,SEXO,TP_COR_RACA,TP_ESCOLA,MUNIC_ESCOLA,SG_UF_ESC,NO_MUNICIPIO_PROVA,UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,NOTA_REDACAO,nota_final
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,582.9,672.3,648.1,732.6,680.0,663.18
18 anos,M,Amarelo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,524.4,640.0,639.5,606.4,940.0,670.0600000000001
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,599.3,634.0,609.4,602.3,860.0,661.0
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,605.5,524.7,572.0,722.2,900.0,664.88
Entre 41 e 45 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,426.0,529.9,474.8,398.8,500.0,465.9
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,439.1,543.4,529.1,618.1,700.0,565.94
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,605.3,690.1,628.4,733.4,760.0,683.4399999999999
17 anos,F,Pardo,Privada,São Caetano do Sul,SP,Santo André,SP,1,1,1,1,577.4,646.8,583.8,615.3,720.0,628.66
Entre 26 e 30 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,539.0,530.9,588.9,596.0,580.0,566.96
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,562.9,554.3,629.4,674.1,860.0,656.14
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,640.1,621.0,551.1,644.9,780.0,647.42
17 anos,M,Pardo,Pública,,,Santo André,SP,1,1,1,1,522.3,489.3,530.2,523.0,740.0,560.96
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,559.5,616.0,603.3,635.3,740.0,630.8199999999999
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,524.0,585.1,583.6,520.4,760.0,594.62
Menor de 17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,585.1,571.6,535.9,754.0,760.0,641.3199999999999
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,620.1,650.4,586.2,733.4,920.0,702.02
18 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,553.7,573.5,541.7,581.7,600.0,570.1200000000001
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,418.9,493.4,497.1,668.0,820.0,579.48
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,693.2,775.3,625.8,690.6,900.0,736.98
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,568.3,634.0,575.8,691.4,920.0,677.9
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,577.7,577.4,571.2,680.0,940.0,669.26
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,472.7,568.1,509.2,499.0,600.0,529.8
21 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,517.6,539.9,539.4,589.9,520.0,541.36
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,522.2,579.6,550.3,624.7,840.0,623.36
23 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,709.8,745.9,694.2,753.9,860.0,752.76
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,446.4,505.6,510.1,441.3,640.0,508.68
17 anos,F,Pardo,Pública,Ribeirão Pires,SP,Santo André,SP,1,1,1,1,430.4,445.1,506.1,491.2,900.0,554.56
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,668.9,749.7,690.4,718.1,780.0,721.4200000000001
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,461.7,617.5,593.8,567.3,380.0,524.0600000000001
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,450.9,501.3,514.8,477.1,600.0,508.82
18 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,588.8,608.7,573.3,558.6,880.0,641.88
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,527.0,474.1,467.0,453.3,620.0,508.28000000000003
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,439.0,423.5,506.8,624.8,600.0,518.8199999999999
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,567.4,574.4,567.6,460.4,840.0,601.96
18 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,548.6,660.4,618.3,536.0,820.0,636.66
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,596.1,661.2,585.6,723.2,900.0,693.22
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,521.1,548.9,519.5,560.3,600.0,549.96
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,574.0,569.4,529.6,548.2,600.0,564.24
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,514.5,613.4,597.8,612.3,620.0,591.6
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,501.1,545.0,541.1,597.9,860.0,609.02
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,585.0,598.1,531.3,610.0,920.0,648.88
20 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,580.1,627.1,549.4,583.1,800.0,627.9399999999999
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,453.3,606.9,552.5,568.3,820.0,600.2
17 anos,F,Amarelo,Pública,,,Santo André,SP,1,1,1,1,587.9,600.4,529.9,619.0,840.0,635.44
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,577.4,579.0,574.4,653.5,680.0,612.86
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,441.8,413.5,441.8,440.6,460.0,439.53999999999996
17 anos,M,Branco,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,399.5,451.2,502.1,580.7,600.0,506.7
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,507.7,539.3,556.2,498.5,560.0,532.3399999999999
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,576.5,580.8,584.7,582.1,900.0,644.8199999999999
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,449.7,494.5,495.5,584.4,680.0,540.8199999999999
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,606.6,623.2,631.0,693.1,860.0,682.78
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,537.6,595.6,575.1,451.5,680.0,567.96
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,596.6,627.8,573.3,721.2,760.0,655.78
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,542.2,572.3,581.1,725.3,940.0,672.18
23 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,473.6,576.7,514.8,456.6,580.0,520.3399999999999
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,490.9,454.5,454.0,472.0,620.0,498.28000000000003
17 anos,F,Amarelo,Pública,,,Santo André,SP,1,1,1,1,392.6,416.9,467.1,500.8,500.0,455.48
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,496.6,616.5,518.7,544.7,800.0,595.3
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,475.7,498.6,548.5,527.1,620.0,533.98
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,481.7,532.7,550.7,516.9,560.0,528.4
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,519.5,536.8,564.5,627.1,620.0,573.5799999999999
17 anos,F,Branco,Privada,,,Santo André,SP,1,1,1,1,472.9,427.1,479.8,442.1,720.0,508.38
18 anos,F,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,519.5,471.6,542.4,492.9,660.0,537.28
17 anos,M,Branco,Privada,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,715.9,566.8,523.4,732.1,580.0,623.64
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,409.2,555.5,502.9,537.7,800.0,561.0600000000001
17 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,505.6,661.0,597.1,540.6,580.0,576.86
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,510.4,557.6,424.1,567.8,580.0,527.9799999999999
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,469.7,518.8,525.1,590.8,700.0,560.8799999999999
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,562.6,561.1,520.4,746.2,720.0,622.0600000000001
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,567.1,568.6,513.6,567.8,720.0,587.42
18 anos,F,Preto,Pública,,,Santo André,SP,1,1,1,1,444.5,432.9,493.2,416.2,680.0,493.36
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,577.2,434.9,462.6,487.6,560.0,504.46000000000004
17 anos,F,Branco,Pública,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,532.0,666.7,632.8,706.0,920.0,691.5
22 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,472.3,593.4,618.7,598.6,520.0,560.6
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,564.7,647.4,608.4,626.3,920.0,673.36
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,529.2,524.5,580.3,603.9,720.0,591.5799999999999
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,646.5,673.8,658.3,780.3,960.0,743.78
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,475.7,590.5,555.5,639.6,920.0,636.26
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,467.4,485.2,430.7,596.8,440.0,484.02
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,543.0,645.3,601.3,671.6,740.0,640.24
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,616.4,571.7,521.8,662.2,660.0,606.42
Entre 31 e 35 anos,F,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,686.8,749.2,691.6,692.9,840.0,732.1
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,564.2,615.1,602.3,601.6,780.0,632.6400000000001
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,473.1,562.1,554.1,519.0,480.0,517.6600000000001
18 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,604.6,599.8,546.0,703.6,900.0,670.8
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,606.0,635.5,535.4,633.4,720.0,626.0600000000001
17 anos,M,Preto,Privada,,,Santo André,SP,1,1,1,1,386.4,532.2,498.1,424.1,660.0,500.16
17 anos,M,Branco,Privada,São Paulo,SP,Santo André,SP,1,1,1,1,402.6,454.9,500.0,515.7,560.0,486.64000000000004
18 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,603.6,651.2,631.8,645.5,760.0,658.42
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,636.5,680.8,631.7,656.9,700.0,661.1800000000001
17 anos,M,Branco,Privada,,,Santo André,SP,1,1,1,1,484.8,369.5,534.7,652.4,540.0,516.28
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,441.5,476.7,533.0,450.9,560.0,492.4200000000001
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,548.9,583.9,539.4,505.5,720.0,579.5400000000001
Entre 26 e 30 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,452.9,545.1,495.4,443.5,580.0,503.38
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,599.3,587.4,551.1,658.2,640.0,607.2
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,480.2,562.0,543.7,492.5,720.0,559.6800000000001
25 anos,F,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,530.8,585.8,580.0,605.1,900.0,640.3399999999999
17 anos,F,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,425.9,558.1,517.7,575.4,580.0,531.42
Entre 26 e 30 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,604.9,617.3,630.1,684.9,760.0,659.4399999999999
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,581.0,570.1,599.4,667.0,720.0,627.5
Entre 26 e 30 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,469.4,488.5,526.3,436.6,480.0,480.16
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,556.5,656.2,629.5,621.0,780.0,648.64
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,556.0,633.4,568.5,505.1,920.0,636.6
Entre 26 e 30 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,462.3,499.7,532.1,386.6,440.0,464.14
17 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,363.5,378.3,483.2,570.0,500.0,459.0
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,507.1,643.7,582.4,593.1,520.0,569.26
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,387.5,347.8,392.2,420.2,540.0,417.53999999999996
19 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,447.0,459.8,431.9,580.8,560.0,495.9
17 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,619.9,649.4,569.1,690.4,880.0,681.76
17 anos,M,Amarelo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,511.6,533.7,530.2,498.0,740.0,562.7
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,499.8,520.1,539.8,463.5,680.0,540.64
18 anos,M,Amarelo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,546.8,576.9,499.4,771.9,700.0,619.0
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,547.5,659.5,601.8,650.6,900.0,671.8799999999999
19 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,431.3,604.4,591.6,641.9,840.0,621.84
17 anos,F,Branco,Pública,São Caetano do Sul,SP,Santo André,SP,1,1,1,1,440.5,0.0,514.9,613.7,580.0,429.82
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,452.6,380.0,504.2,523.7,600.0,492.1
18 anos,F,Preto,Pública,,,Santo André,SP,1,1,1,1,443.3,526.3,493.4,363.3,460.0,457.26000000000005
Entre 31 e 35 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,485.0,483.6,471.0,498.9,840.0,555.7
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,419.6,566.8,528.4,512.8,600.0,525.52
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,461.3,567.0,550.1,518.8,760.0,571.4399999999999
18 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,519.0,587.2,556.6,421.0,420.0,500.76000000000005
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,551.5,510.3,583.0,684.5,700.0,605.86
Entre 51 e 55 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,414.4,479.5,450.1,470.9,520.0,466.98
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,457.8,536.0,506.3,512.5,720.0,546.52
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,519.0,605.0,504.3,576.2,600.0,560.9
21 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,476.9,631.4,556.2,661.1,560.0,577.12
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,510.9,360.0,543.0,513.3,600.0,505.43999999999994
18 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,380.3,470.3,471.7,449.3,520.0,458.32
19 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,458.0,596.4,570.6,559.4,640.0,564.88
17 anos,F,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,592.9,601.0,568.0,599.3,800.0,632.24
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,432.2,487.0,514.4,430.0,300.0,432.71999999999997
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,409.0,430.8,473.0,481.6,720.0,502.87999999999994
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,444.6,483.7,474.1,432.8,480.0,463.03999999999996
23 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,453.2,495.6,448.1,406.0,480.0,456.58000000000004
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,439.6,504.8,471.2,495.8,640.0,510.28000000000003
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,591.0,644.5,642.9,572.5,780.0,646.1800000000001
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,375.2,409.9,489.5,436.7,600.0,462.26000000000005
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,430.0,394.9,369.8,473.1,560.0,445.56000000000006
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,719.4,719.1,658.2,777.3,920.0,758.8
17 anos,M,Branco,Pública,São Caetano do Sul,SP,Santo André,SP,1,1,1,1,411.3,591.9,515.8,670.3,540.0,545.8599999999999
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,600.8,644.8,602.9,751.8,720.0,664.0600000000001
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,561.1,400.7,523.5,655.5,800.0,588.16
17 anos,M,Indígena,Pública,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,437.9,580.9,540.2,662.7,620.0,568.3399999999999
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,419.1,489.5,416.1,533.6,920.0,555.6600000000001
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,531.5,593.6,579.8,595.3,720.0,604.04
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,424.9,541.0,508.8,465.2,640.0,515.9799999999999
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,545.4,605.3,551.8,558.4,540.0,560.18
17 anos,M,Pardo,Pública,,,Santo André,SP,1,1,1,1,427.6,383.8,570.0,500.0,560.0,488.2799999999999
Entre 36 e 40 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,400.3,629.7,486.2,442.9,0.0,391.82000000000005
19 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,481.2,552.7,543.2,479.1,720.0,555.24
19 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,604.4,638.3,583.3,702.4,720.0,649.68
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,618.3,570.7,592.9,660.2,820.0,652.4200000000001
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,504.2,342.3,554.1,535.4,580.0,503.2
Entre 36 e 40 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,527.2,570.7,522.4,487.2,520.0,525.5
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,554.0,545.3,580.3,477.1,580.0,547.3399999999999
18 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,576.3,620.0,571.4,619.9,900.0,657.52
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,464.9,594.2,567.8,501.8,440.0,513.74
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,505.0,611.5,593.2,704.9,900.0,662.9200000000001
17 anos,F,Branco,Privada,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,549.0,543.2,503.0,488.3,740.0,564.7
17 anos,M,Branco,Pública,Ribeirão Pires,SP,Santo André,SP,1,1,1,1,533.7,471.6,522.8,536.1,640.0,540.84
18 anos,F,Branco,Privada,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,661.4,710.9,687.6,875.1,960.0,779.0
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,592.1,610.5,607.7,746.6,800.0,671.38
19 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,410.5,470.4,461.6,559.5,580.0,496.4
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,535.1,602.3,622.1,673.8,640.0,614.6600000000001
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,520.4,532.9,535.1,648.4,660.0,579.36
18 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,377.1,526.2,507.2,555.4,580.0,509.18
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,496.4,533.7,470.9,573.7,760.0,566.9399999999999
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,635.9,635.9,612.4,685.6,840.0,681.96
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,458.0,577.9,536.6,471.8,900.0,588.86
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,443.0,395.2,383.8,432.1,540.0,438.82000000000005
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,472.4,634.9,668.5,598.9,920.0,658.9399999999999
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,460.2,601.7,558.5,581.6,800.0,600.4
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,518.5,578.5,549.0,493.1,600.0,547.8199999999999
17 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,568.0,673.6,608.3,654.1,900.0,680.8
17 anos,F,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,601.8,676.8,593.7,561.4,760.0,638.74
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,581.5,632.3,575.2,688.9,660.0,627.58
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,636.5,392.3,607.9,690.1,940.0,653.36
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,528.9,593.0,563.5,542.0,640.0,573.48
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,446.2,570.8,514.8,542.7,660.0,546.9
Entre 26 e 30 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,469.2,597.9,542.6,472.5,620.0,540.44
17 anos,F,Branco,Privada,,,Santo André,SP,1,1,1,1,527.7,602.8,598.3,488.6,720.0,587.4799999999999
17 anos,F,Branco,Privada,,,Santo André,SP,1,1,1,1,465.7,515.5,546.7,520.6,580.0,525.7
18 anos,F,Amarelo,Não respondeu,,,Santo André,SP,1,1,1,1,489.1,594.8,576.3,604.4,760.0,604.92
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,633.6,691.5,616.1,678.4,720.0,667.92
20 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,468.3,528.8,499.4,455.1,660.0,522.32
18 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,386.3,577.3,513.2,593.0,660.0,545.96
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,421.1,466.8,477.0,474.2,580.0,483.82
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,537.2,598.9,532.3,581.0,780.0,605.88
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,583.1,589.1,522.3,621.9,580.0,579.28
21 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,572.0,588.3,593.1,420.4,720.0,578.76
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,369.4,420.9,480.1,554.3,540.0,472.93999999999994
18 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,514.6,573.2,589.2,605.8,620.0,580.5600000000001
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,467.6,646.7,577.9,547.1,640.0,575.86
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,512.8,400.8,394.8,461.2,640.0,481.91999999999996
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,776.7,808.6,777.2,915.7,940.0,843.6400000000001
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,456.3,508.2,458.7,514.0,540.0,495.43999999999994
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,532.2,546.0,553.9,602.3,900.0,626.88
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,488.4,587.7,569.9,506.5,640.0,558.5
19 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,444.0,482.1,448.8,447.4,540.0,472.46000000000004
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,451.3,471.2,394.2,535.3,700.0,510.4
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,592.5,588.9,589.6,627.3,760.0,631.6600000000001
17 anos,F,Preto,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,435.4,498.8,517.5,539.6,740.0,546.26
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,513.5,574.5,484.1,528.7,700.0,560.1600000000001
19 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,497.3,602.1,549.0,416.0,680.0,548.88
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,437.8,610.9,585.7,609.5,540.0,556.78
17 anos,F,Preto,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,474.2,535.9,565.4,405.4,580.0,512.1800000000001
17 anos,F,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,508.9,400.1,517.8,418.4,620.0,493.03999999999996
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,482.1,492.0,324.6,488.4,440.0,445.41999999999996
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,577.5,672.2,646.3,617.9,740.0,650.78
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,529.7,493.7,516.0,450.5,520.0,501.98
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,430.7,619.0,590.2,608.0,620.0,573.58
18 anos,M,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,572.7,631.1,596.9,743.4,700.0,648.8199999999999
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,586.9,605.1,611.0,654.0,780.0,647.4
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,594.7,658.1,572.1,621.2,480.0,585.22
18 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,496.0,605.9,536.1,550.2,600.0,557.6400000000001
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,561.9,639.2,542.8,727.5,820.0,658.28
18 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,424.8,453.0,487.1,477.0,460.0,460.38
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,487.8,605.5,594.4,574.2,640.0,580.38
